Code,Municipio,Depto,Censo electoral,Participación/Total votos,Abstención,Ganador circunscripción nacional,Votos válidos (Nacional),Alianza Verde,Cambio Radical,Centro Democrático,MIRA,Partido Conservador,Partido de la U,Partido Liberal,Polo Democrático Alternativo,Opción Ciudadana,Voto en blanco (Nacional),Ganador circunscripción indígena,Votos válidos (Indígenas),AICO,ANIC,ASI,Asoc. Autoridades trad. y cabildos indígenas de Colombia,Cabildo Resg. de Calderas,Cabildo San Sebastián de los Lagos,Comunidad de Barrancon,Corp. Indígena Yanacona,Dignidades agropecuarias indígenas,MAIS,Multietnia Colombia,OPIAC,OPIC,Renovación étnica de Colombia,Voto en blanco (Indígenas),Votos válidos (todas las circunscripciones),Votos inválidos,Votos Nulos,Tarjetones No Marcados,%Participación,%Abstención,%Válidos (Nacional),%Alianza Verde,%Cambio Radical,%Centro Democrático,%MIRA,%Partido Conservador,%Partido de la U,%Partido Liberal,%Polo Democrático Alternativo,%Opción Ciudadana,%Blancos (Nacional),%Válidos (Indígenas),%AICO,%ANIC,%ASI,%Asoc. Autoridades trad. y cabildos indígenas de Colombia,%Cabildo Resg. de Calderas,%Cabildo San Sebastián de los Lagos,%Comunidad de Barrancon,%Corp. Indígena Yanacona,%Dignidades agropecuarias indígenas,%MAIS,%Multietnia Colombia,%OPIAC,%OPIC,%Renovación étnica de Colombia,%Blancos (Indígenas),%Válidos (Todas las circunscripciones),%Votos inválidos,%Votos Nulos,%Tarjetones No Marcados
5361,Ituango,Antioquia,16871,3603,13268,Partido Conservador,2507,57,305,285,19,1131,73,359,93,18,167,Voto en Blanco,63,2,3,3,,6,1,3,2,1,2,2,2,1,,35,2570,1033,330,703,21.36,78.64,69.58,2.27,12.17,11.37,0.76,45.11,2.91,14.32,3.71,0.72,6.66,1.75,3.17,4.76,4.76,0,9.52,1.59,4.76,3.17,1.59,3.17,3.17,3.17,1.59,0,55.56,71.33,28.67,9.16,19.51
5364,Jardín,Antioquia,11344,5044,6300,Partido Conservador,3837,73,79,1296,11,1570,212,151,199,42,204,ASI,354,4,5,263,,3,,,,1,35,5,1,1,3,33,4191,853,339,514,44.46,55.54,76.07,1.9,2.06,33.78,0.29,40.92,5.53,3.94,5.19,1.09,5.32,7.02,1.13,1.41,74.29,0,0.85,0,0,0,0.28,9.89,1.41,0.28,0.28,0.85,9.32,83.09,16.91,6.72,10.19
5368,Jericó,Antioquia,10958,4303,6655,Centro Democrático,3483,45,102,1065,43,555,370,1042,84,9,168,Voto en Blanco,70,3,1,10,,4,1,1,,,4,1,1,,1,43,3553,750,415,335,39.27,60.73,80.94,1.29,2.93,30.58,1.23,15.93,10.62,29.92,2.41,0.26,4.82,1.63,4.29,1.43,14.29,0,5.71,1.43,1.43,0,0,5.71,1.43,1.43,0,1.43,61.43,82.57,17.43,9.64,7.79
5376,La Ceja,Antioquia,40831,19301,21530,Centro Democrático,15534,252,477,6091,92,1974,3537,1060,658,102,1291,Voto en Blanco,460,5,14,50,2,7,,6,1,,1,5,15,4,5,345,15994,3307,2246,1061,47.27,52.73,80.48,1.62,3.07,39.21,0.59,12.71,22.77,6.82,4.24,0.66,8.31,2.38,1.09,3.04,10.87,0.43,1.52,0,1.3,0.22,0,0.22,1.09,3.26,0.87,1.09,75,82.87,17.13,11.64,5.5
5380,La Estrella,Antioquia,47167,19832,27335,Centro Democrático,16174,564,856,4258,222,3974,2570,1683,666,91,1290,Voto en Blanco,474,8,10,119,3,5,2,2,2,4,2,5,24,4,6,278,16648,3184,2224,960,42.05,57.95,81.56,3.49,5.29,26.33,1.37,24.57,15.89,10.41,4.12,0.56,7.98,2.39,1.69,2.11,25.11,0.63,1.05,0.42,0.42,0.42,0.84,0.42,1.05,5.06,0.84,1.27,58.65,83.95,16.05,11.21,4.84
5390,La Pintada,Antioquia,6043,2573,3470,Centro Democrático,2075,18,145,860,6,202,312,397,40,20,75,ASI,32,,1,11,,,,,,,3,4,1,,2,10,2107,466,198,268,42.58,57.42,80.65,0.87,6.99,41.45,0.29,9.73,15.04,19.13,1.93,0.96,3.61,1.24,0,3.13,34.38,0,0,0,0,0,0,9.38,12.5,3.13,0,6.25,31.25,81.89,18.11,7.7,10.42
5400,La Unión,Antioquia,15194,6819,8375,Centro Democrático,5565,224,430,1870,30,1093,425,899,216,21,357,Voto en Blanco,117,4,3,13,,2,,,,1,,2,2,2,,88,5682,1137,640,497,44.88,55.12,81.61,4.03,7.73,33.6,0.54,19.64,7.64,16.15,3.88,0.38,6.42,1.72,3.42,2.56,11.11,0,1.71,0,0,0,0.85,0,1.71,1.71,1.71,0,75.21,83.33,16.67,9.39,7.29
5411,Liborina,Antioquia,8827,3706,5121,Partido Conservador,3194,19,31,561,8,1980,45,363,81,24,82,Voto en Blanco,19,,,2,,,,,,,1,,1,,,15,3213,493,230,263,41.98,58.02,86.18,0.59,0.97,17.56,0.25,61.99,1.41,11.37,2.54,0.75,2.57,0.51,0,0,10.53,0,0,0,0,0,0,5.26,0,5.26,0,0,78.95,86.7,13.3,6.21,7.1
5425,Maceo,Antioquia,7184,2452,4732,Centro Democrático,1931,17,43,557,11,549,134,483,58,13,66,Voto en Blanco,34,,1,4,,1,1,,,,2,,,,1,24,1965,487,206,281,34.13,65.87,78.75,0.88,2.23,28.85,0.57,28.43,6.94,25.01,3,0.67,3.42,1.39,0,2.94,11.76,0,2.94,2.94,0,0,0,5.88,0,0,0,2.94,70.59,80.14,19.86,8.4,11.46
5440,Marinilla,Antioquia,36085,15581,20504,Centro Democrático,12494,399,1014,4394,172,1546,2420,844,666,113,926,Voto en Blanco,357,5,6,76,5,7,3,11,3,1,6,6,34,4,6,184,12851,2730,1734,996,43.18,56.82,80.19,3.19,8.12,35.17,1.38,12.37,19.37,6.76,5.33,0.9,7.41,2.29,1.4,1.68,21.29,1.4,1.96,0.84,3.08,0.84,0.28,1.68,1.68,9.52,1.12,1.68,51.54,82.48,17.52,11.13,6.39
5467,Montebello,Antioquia,5905,2055,3850,Centro Democrático,1528,14,18,650,13,250,83,391,24,2,83,Voto en Blanco,22,,,5,,1,,,,,,1,,2,1,12,1550,505,168,337,34.8,65.2,74.36,0.92,1.18,42.54,0.85,16.36,5.43,25.59,1.57,0.13,5.43,1.07,0,0,22.73,0,4.55,0,0,0,0,0,4.55,0,9.09,4.55,54.55,75.43,24.57,8.18,16.4
5475,Murindó,Antioquia,2492,837,1655,Partido Conservador,604,30,11,8,4,278,5,257,7,1,3,MAIS,81,,1,2,,1,,,,,73,2,1,,,1,685,152,72,80,33.59,66.41,72.16,4.97,1.82,1.32,0.66,46.03,0.83,42.55,1.16,0.17,0.5,9.68,0,1.23,2.47,0,1.23,0,0,0,0,90.12,2.47,1.23,0,0,1.23,81.84,18.16,8.6,9.56
5480,Mutatá,Antioquia,11932,3083,8849,Partido Liberal,2258,28,245,349,42,509,414,567,28,8,68,MAIS,108,4,1,12,1,3,2,1,,,52,,2,12,1,17,2366,717,339,378,25.84,74.16,73.24,1.24,10.85,15.46,1.86,22.54,18.33,25.11,1.24,0.35,3.01,3.5,3.7,0.93,11.11,0.93,2.78,1.85,0.93,0,0,48.15,0,1.85,11.11,0.93,15.74,76.74,23.26,11,12.26
5483,Nariño,Antioquia,8874,3829,5045,Partido Conservador,2910,62,11,984,15,1486,166,123,20,11,32,Renovación étnica de Colombia,20,1,3,2,,2,,,,,2,3,1,,4,2,2930,899,361,538,43.15,56.85,76,2.13,0.38,33.81,0.52,51.07,5.7,4.23,0.69,0.38,1.1,0.52,5,15,10,0,10,0,0,0,0,10,15,5,0,20,10,76.52,23.48,9.43,14.05
5490,Necoclí,Antioquia,30449,13208,17241,Partido de la U,9744,115,474,724,329,2685,3793,1271,112,61,180,ASI,296,10,10,115,,4,1,1,,,43,4,2,47,2,57,10040,3168,1207,1961,43.38,56.62,73.77,1.18,4.86,7.43,3.38,27.56,38.93,13.04,1.15,0.63,1.85,2.24,3.38,3.38,38.85,0,1.35,0.34,0.34,0,0,14.53,1.35,0.68,15.88,0.68,19.26,76.01,23.99,9.14,14.85
5495,Nechí,Antioquia,17164,6716,10448,Partido de la U,5251,45,378,689,10,1386,1446,975,49,189,84,ASI,51,1,1,18,1,2,,5,,2,1,1,1,,1,17,5302,1414,538,876,39.13,60.87,78.19,0.86,7.2,13.12,0.19,26.39,27.54,18.57,0.93,3.6,1.6,0.76,1.96,1.96,35.29,1.96,3.92,0,9.8,0,3.92,1.96,1.96,1.96,0,1.96,33.33,78.95,21.05,8.01,13.04
5501,Olaya,Antioquia,2711,1242,1469,Partido Conservador,1054,4,43,186,1,332,255,185,15,6,27,Voto en Blanco,3,,,,,,,,,,,,,,,3,1057,185,93,92,45.81,54.19,84.86,0.38,4.08,17.65,0.09,31.5,24.19,17.55,1.42,0.57,2.56,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85.1,14.9,7.49,7.41
5541,Peñol,Antioquia,14550,5725,8825,Partido de la U,4792,52,285,694,15,693,1359,1323,136,15,220,ASI,47,1,7,29,,1,,,,,2,2,4,,1,0,4839,886,459,427,39.35,60.65,83.7,1.09,5.95,14.48,0.31,14.46,28.36,27.61,2.84,0.31,4.59,0.82,2.13,14.89,61.7,0,2.13,0,0,0,0,4.26,4.26,8.51,0,2.13,0,84.52,15.48,8.02,7.46
5543,Peque,Antioquia,5594,2482,3112,Partido Liberal,1970,25,56,341,7,75,77,1311,20,5,53,Voto en Blanco,14,,1,1,,3,,1,,,,,,,,8,1984,498,210,288,44.37,55.63,79.37,1.27,2.84,17.31,0.36,3.81,3.91,66.55,1.02,0.25,2.69,0.56,0,7.14,7.14,0,21.43,0,7.14,0,0,0,0,0,0,0,57.14,79.94,20.06,8.46,11.6
5576,Pueblorrico,Antioquia,6793,2655,4138,Centro Democrático,1845,17,28,799,4,287,137,462,31,15,65,MAIS,59,,2,2,,1,,,,,28,,,2,,24,1904,751,251,500,39.08,60.92,69.49,0.92,1.52,43.31,0.22,15.56,7.43,25.04,1.68,0.81,3.52,2.22,0,3.39,3.39,0,1.69,0,0,0,0,47.46,0,0,3.39,0,40.68,71.71,28.29,9.45,18.83
5579,Puerto Berrío,Antioquia,33163,9697,23466,Centro Democrático,7867,117,477,2523,25,1679,790,1342,289,212,413,Voto en Blanco,203,3,5,53,2,7,,8,,1,5,3,2,,2,112,8070,1627,839,788,29.24,70.76,81.13,1.49,6.06,32.07,0.32,21.34,10.04,17.06,3.67,2.69,5.25,2.09,1.48,2.46,26.11,0.99,3.45,0,3.94,0,0.49,2.46,1.48,0.99,0,0.99,55.17,83.22,16.78,8.65,8.13
5585,Puerto Nare,Antioquia,11560,4817,6743,Cambio Radical,4101,32,2047,326,18,288,190,949,134,49,68,Voto en Blanco,28,,1,3,,3,,,2,,2,1,1,,1,14,4129,688,361,327,41.67,58.33,85.14,0.78,49.91,7.95,0.44,7.02,4.63,23.14,3.27,1.19,1.66,0.58,0,3.57,10.71,0,10.71,0,0,7.14,0,7.14,3.57,3.57,0,3.57,50,85.72,14.28,7.49,6.79
5591,Puerto Triunfo,Antioquia,11919,5050,6869,Partido Conservador,4104,48,139,1258,28,2121,183,169,34,27,97,Voto en Blanco,46,1,,8,,5,2,,,,2,2,1,,,25,4150,900,423,477,42.37,57.63,81.27,1.17,3.39,30.65,0.68,51.68,4.46,4.12,0.83,0.66,2.36,0.91,2.17,0,17.39,0,10.87,4.35,0,0,0,4.35,4.35,2.17,0,0,54.35,82.18,17.82,8.38,9.45
5604,Remedios,Antioquia,15786,3136,12650,Partido de la U,2230,48,393,375,10,170,475,436,117,33,173,Voto en Blanco,68,,3,5,3,,,1,,1,,2,1,1,2,49,2298,838,413,425,19.87,80.13,71.11,2.15,17.62,16.82,0.45,7.62,21.3,19.55,5.25,1.48,7.76,2.17,0,4.41,7.35,4.41,0,0,1.47,0,1.47,0,2.94,1.47,1.47,2.94,72.06,73.28,26.72,13.17,13.55
5607,Retiro,Antioquia,13798,7108,6690,Centro Democrático,5988,102,285,2173,34,819,1400,698,140,24,313,Voto en Blanco,105,,2,19,1,2,,,1,,,1,8,1,,70,6093,1015,596,419,51.51,48.49,84.24,1.7,4.76,36.29,0.57,13.68,23.38,11.66,2.34,0.4,5.23,1.48,0,1.9,18.1,0.95,1.9,0,0,0.95,0,0,0.95,7.62,0.95,0,66.67,85.72,14.28,8.38,5.89
5615,Rionegro,Antioquia,85971,41313,44658,Centro Democrático,32227,941,992,12921,558,4175,3918,3428,1918,386,2990,Voto en Blanco,1365,14,24,539,3,17,2,5,4,2,21,9,48,9,13,655,33592,7721,5654,2067,48.05,51.95,78.01,2.92,3.08,40.09,1.73,12.95,12.16,10.64,5.95,1.2,9.28,3.3,1.03,1.76,39.49,0.22,1.25,0.15,0.37,0.29,0.15,1.54,0.66,3.52,0.66,0.95,47.99,81.31,18.69,13.69,5
5628,Sabanalarga,Antioquia,6696,2808,3888,Partido Conservador,2278,13,20,295,9,1530,25,313,22,7,44,Voto en Blanco,23,1,2,1,1,1,,,,,4,1,,1,,11,2301,507,188,319,41.94,58.06,81.13,0.57,0.88,12.95,0.4,67.16,1.1,13.74,0.97,0.31,1.93,0.82,4.35,8.7,4.35,4.35,4.35,0,0,0,0,17.39,4.35,0,4.35,0,47.83,81.94,18.06,6.7,11.36
5631,Sabaneta,Antioquia,52812,28040,24772,Centro Democrático,23628,943,1521,7063,257,6858,1792,2387,1042,75,1690,Voto en Blanco,370,12,6,34,,4,2,,3,1,10,4,28,4,5,257,23998,4042,3043,999,53.09,46.91,84.27,3.99,6.44,29.89,1.09,29.02,7.58,10.1,4.41,0.32,7.15,1.32,3.24,1.62,9.19,0,1.08,0.54,0,0.81,0.27,2.7,1.08,7.57,1.08,1.35,69.46,85.58,14.42,10.85,3.56
5642,Salgar,Antioquia,13000,4474,8526,Centro Democrático,3259,17,36,1746,41,472,262,474,92,26,93,Voto en Blanco,26,,3,1,,,,,,,1,,,,2,19,3285,1189,509,680,34.42,65.58,72.84,0.52,1.1,53.57,1.26,14.48,8.04,14.54,2.82,0.8,2.85,0.58,0,11.54,3.85,0,0,0,0,0,0,3.85,0,0,0,7.69,73.08,73.42,26.58,11.38,15.2
5647,San Andrés de Cuerquía,Antioquia,4849,1487,3362,Partido Conservador,1066,18,18,175,7,403,55,302,14,16,58,Voto en Blanco,27,1,1,1,,1,,,,1,1,,,1,1,19,1093,394,178,216,30.67,69.33,71.69,1.69,1.69,16.42,0.66,37.8,5.16,28.33,1.31,1.5,5.44,1.82,3.7,3.7,3.7,0,3.7,0,0,0,3.7,3.7,0,0,3.7,3.7,70.37,73.5,26.5,11.97,14.53
5649,San Carlos,Antioquia,12640,4658,7982,Partido Conservador,3698,34,56,837,20,2205,102,184,97,28,135,Voto en Blanco,81,23,4,12,,,1,1,,,3,2,4,,1,30,3779,879,354,525,36.85,63.15,79.39,0.92,1.51,22.63,0.54,59.63,2.76,4.98,2.62,0.76,3.65,1.74,28.4,4.94,14.81,0,0,1.23,1.23,0,0,3.7,2.47,4.94,0,1.23,37.04,81.13,18.87,7.6,11.27
5652,San Francisco,Antioquia,5819,2338,3481,Partido Conservador,1768,18,23,189,6,1439,20,16,26,7,24,Voto en Blanco,10,,1,,,,,1,,,1,,1,,1,5,1778,560,186,374,40.18,59.82,75.62,1.02,1.3,10.69,0.34,81.39,1.13,0.9,1.47,0.4,1.36,0.43,0,10,0,0,0,0,10,0,0,10,0,10,0,10,50,76.05,23.95,7.96,16
5656,San Jerónimo,Antioquia,11612,4604,7008,Partido Liberal,3832,49,70,752,68,318,1048,1291,69,29,138,Voto en Blanco,54,3,5,7,,1,,,,,2,6,,,2,28,3886,718,384,334,39.65,60.35,83.23,1.28,1.83,19.62,1.77,8.3,27.35,33.69,1.8,0.76,3.6,1.17,5.56,9.26,12.96,0,1.85,0,0,0,0,3.7,11.11,0,0,3.7,51.85,84.4,15.6,8.34,7.25
5658,San José de La Montaña,Antioquia,3055,1248,1807,Partido Conservador,1011,9,16,209,7,420,32,238,25,5,50,Voto en Blanco,31,,,11,,2,,,,,1,2,,,1,14,1042,206,99,107,40.85,59.15,81.01,0.89,1.58,20.67,0.69,41.54,3.17,23.54,2.47,0.49,4.95,2.48,0,0,35.48,0,6.45,0,0,0,0,3.23,6.45,0,0,3.23,45.16,83.49,16.51,7.93,8.57
5659,San Juan de Urabá,Antioquia,15449,6834,8615,Partido de la U,5273,74,811,243,75,939,1522,929,68,550,62,ASI,95,1,2,43,1,1,,,,,31,3,,1,2,10,5368,1466,605,861,44.24,55.76,77.16,1.4,15.38,4.61,1.42,17.81,28.86,17.62,1.29,10.43,1.18,1.39,1.05,2.11,45.26,1.05,1.05,0,0,0,0,32.63,3.16,0,1.05,2.11,10.53,78.55,21.45,8.85,12.6
5660,San Luis,Antioquia,9902,3594,6308,Partido Conservador,2713,85,106,717,15,1115,380,107,39,32,117,Voto en Blanco,30,,1,2,,,,,,1,,1,,,2,23,2743,851,322,529,36.3,63.7,75.49,3.13,3.91,26.43,0.55,41.1,14.01,3.94,1.44,1.18,4.31,0.83,0,3.33,6.67,0,0,0,0,0,3.33,0,3.33,0,0,6.67,76.67,76.32,23.68,8.96,14.72
5664,San Pedro,Antioquia,17522,7126,10396,Partido Conservador,5733,106,251,1759,38,2333,111,577,151,11,396,Voto en Blanco,131,,7,15,,1,1,1,,1,4,3,4,,3,91,5864,1262,762,500,40.67,59.33,80.45,1.85,4.38,30.68,0.66,40.69,1.94,10.06,2.63,0.19,6.91,1.84,0,5.34,11.45,0,0.76,0.76,0.76,0,0.76,3.05,2.29,3.05,0,2.29,69.47,82.29,17.71,10.69,7.02
5665,San Pedro de Uraba,Antioquia,23434,9921,13513,Partido Conservador,7359,65,412,774,31,2790,2276,763,83,47,118,ASI,93,4,4,28,1,4,1,1,,2,11,2,3,4,1,27,7452,2469,1209,1260,42.34,57.66,74.18,0.88,5.6,10.52,0.42,37.91,30.93,10.37,1.13,0.64,1.6,0.94,4.3,4.3,30.11,1.08,4.3,1.08,1.08,0,2.15,11.83,2.15,3.23,4.3,1.08,29.03,75.11,24.89,12.19,12.7
5667,San Rafael,Antioquia,11675,4758,6917,Partido Conservador,3800,37,92,559,7,2613,205,67,67,10,143,Voto en Blanco,50,1,2,4,1,,1,1,,,5,2,2,1,,30,3850,908,336,572,40.75,59.25,79.87,0.97,2.42,14.71,0.18,68.76,5.39,1.76,1.76,0.26,3.76,1.05,2,4,8,2,0,2,2,0,0,10,4,4,2,0,60,80.92,19.08,7.06,12.02
5670,San Roque,Antioquia,13711,4997,8714,Partido Conservador,3804,64,96,969,13,2119,179,148,78,9,129,Voto en Blanco,62,2,1,7,1,3,,,1,1,,2,1,2,1,40,3866,1131,494,637,36.45,63.55,76.13,1.68,2.52,25.47,0.34,55.7,4.71,3.89,2.05,0.24,3.39,1.24,3.23,1.61,11.29,1.61,4.84,0,0,1.61,1.61,0,3.23,1.61,3.23,1.61,64.52,77.37,22.63,9.89,12.75
5674,San Vicente,Antioquia,15694,6949,8745,Centro Democrático,5549,80,79,1828,32,1362,951,835,104,37,241,Voto en Blanco,75,2,4,6,,2,,1,1,,,1,2,2,1,53,5624,1325,596,729,44.28,55.72,79.85,1.44,1.42,32.94,0.58,24.54,17.14,15.05,1.87,0.67,4.34,1.08,2.67,5.33,8,0,2.67,0,1.33,1.33,0,0,1.33,2.67,2.67,1.33,70.67,80.93,19.07,8.58,10.49
5679,Santa Bárbara,Antioquia,21317,7867,13450,Partido de la U,6591,48,114,1622,40,640,1722,1592,354,23,436,Voto en Blanco,174,,2,64,1,3,2,1,1,1,7,,6,1,1,84,6765,1102,574,528,36.9,63.1,83.78,0.73,1.73,24.61,0.61,9.71,26.13,24.15,5.37,0.35,6.62,2.21,0,1.15,36.78,0.57,1.72,1.15,0.57,0.57,0.57,4.02,0,3.45,0.57,0.57,48.28,85.99,14.01,7.3,6.71
5686,Santa Rosa de Osos,Antioquia,23790,10993,12797,Partido Conservador,8531,94,144,1808,21,3940,1434,307,198,38,547,Voto en Blanco,208,3,7,25,2,7,,1,2,1,2,2,5,2,3,146,8739,2254,1287,967,46.21,53.79,77.6,1.1,1.69,21.19,0.25,46.18,16.81,3.6,2.32,0.45,6.41,1.89,1.44,3.37,12.02,0.96,3.37,0,0.48,0.96,0.48,0.96,0.96,2.4,0.96,1.44,70.19,79.5,20.5,11.71,8.8
5690,Santo Domingo,Antioquia,8442,3673,4769,Partido Conservador,2834,38,28,535,18,1378,489,148,50,17,133,Voto en Blanco,37,1,1,3,1,1,,,,,1,,1,2,,26,2871,802,338,464,43.51,56.49,77.16,1.34,0.99,18.88,0.64,48.62,17.25,5.22,1.76,0.6,4.69,1.01,2.7,2.7,8.11,2.7,2.7,0,0,0,0,2.7,0,2.7,5.41,0,70.27,78.16,21.84,9.2,12.63
5697,El Santuario,Antioquia,25061,11623,13438,Partido Conservador,9472,132,300,3048,29,3286,1349,419,364,77,468,Voto en Blanco,138,2,5,3,1,3,1,2,1,1,5,2,7,2,1,102,9610,2013,935,1078,46.38,53.62,81.49,1.39,3.17,32.18,0.31,34.69,14.24,4.42,3.84,0.81,4.94,1.19,1.45,3.62,2.17,0.72,2.17,0.72,1.45,0.72,0.72,3.62,1.45,5.07,1.45,0.72,73.91,82.68,17.32,8.04,9.27
5736,Segovia,Antioquia,24113,4363,19750,Partido Liberal,3293,72,672,460,80,327,236,731,294,134,287,Voto en Blanco,202,,4,28,1,2,,1,,1,54,9,4,1,1,96,3495,868,453,415,18.09,81.91,75.48,2.19,20.41,13.97,2.43,9.93,7.17,22.2,8.93,4.07,8.72,4.63,0,1.98,13.86,0.5,0.99,0,0.5,0,0.5,26.73,4.46,1.98,0.5,0.5,47.52,80.11,19.89,10.38,9.51
5756,Sonson,Antioquia,26805,10079,16726,Centro Democrático,7720,95,222,3956,49,2105,339,321,202,33,398,Voto en Blanco,144,2,7,20,2,4,,2,1,3,1,2,2,,1,97,7864,2215,974,1241,37.6,62.4,76.59,1.23,2.88,51.24,0.63,27.27,4.39,4.16,2.62,0.43,5.16,1.43,1.39,4.86,13.89,1.39,2.78,0,1.39,0.69,2.08,0.69,1.39,1.39,0,0.69,67.36,78.02,21.98,9.66,12.31
5761,Sopetrán,Antioquia,11410,4944,6466,Partido de la U,3892,77,86,615,79,945,1154,697,88,11,140,Voto en Blanco,48,1,1,4,,2,,1,,,,,,,,39,3940,1004,501,503,43.33,56.67,78.72,1.98,2.21,15.8,2.03,24.28,29.65,17.91,2.26,0.28,3.6,0.97,2.08,2.08,8.33,0,4.17,0,2.08,0,0,0,0,0,0,0,81.25,79.69,20.31,10.13,10.17
5789,Támesis,Antioquia,14140,6462,7678,Partido Conservador,5321,64,272,982,26,2239,1184,188,176,18,172,Voto en Blanco,93,1,1,10,2,2,,1,,,26,10,1,1,1,37,5414,1048,445,603,45.7,54.3,82.34,1.2,5.11,18.46,0.49,42.08,22.25,3.53,3.31,0.34,3.23,1.44,1.08,1.08,10.75,2.15,2.15,0,1.08,0,0,27.96,10.75,1.08,1.08,1.08,39.78,83.78,16.22,6.89,9.33
5790,Tarazá,Antioquia,24887,7376,17511,Partido Liberal,5629,25,125,266,9,2024,359,2505,125,58,133,Voto en Blanco,61,1,5,14,,6,,,,,3,,2,,2,28,5690,1686,824,862,29.64,70.36,76.32,0.44,2.22,4.73,0.16,35.96,6.38,44.5,2.22,1.03,2.36,0.83,1.64,8.2,22.95,0,9.84,0,0,0,0,4.92,0,3.28,0,3.28,45.9,77.14,22.86,11.17,11.69
5792,Tarso,Antioquia,5642,2676,2966,Partido Liberal,2160,9,21,324,5,223,499,985,23,6,65,Voto en Blanco,15,,,3,,1,,,,,1,1,1,,,8,2175,501,193,308,47.43,52.57,80.72,0.42,0.97,15,0.23,10.32,23.1,45.6,1.06,0.28,3.01,0.56,0,0,20,0,6.67,0,0,0,0,6.67,6.67,6.67,0,0,53.33,81.28,18.72,7.21,11.51
5809,Titiribí,Antioquia,8606,2791,5815,Centro Democrático,2119,26,41,557,9,432,389,499,38,5,123,Voto en Blanco,42,,2,2,,,2,,,,2,1,,,2,31,2161,630,313,317,32.43,67.57,75.92,1.23,1.93,26.29,0.42,20.39,18.36,23.55,1.79,0.24,5.8,1.5,0,4.76,4.76,0,0,4.76,0,0,0,4.76,2.38,0,0,4.76,73.81,77.43,22.57,11.21,11.36
5819,Toledo,Antioquia,4171,1114,3057,Partido Liberal,709,16,25,104,11,132,51,285,15,7,63,Voto en Blanco,20,,,1,,3,,,,,1,1,3,,,11,729,385,134,251,26.71,73.29,63.64,2.26,3.53,14.67,1.55,18.62,7.19,40.2,2.12,0.99,8.89,1.8,0,0,5,0,15,0,0,0,0,5,5,15,0,0,55,65.44,34.56,12.03,22.53
5837,Turbo,Antioquia,78638,29745,48893,Centro Democrático,22378,512,1025,5444,671,3811,4557,4766,442,259,891,Voto en Blanco,654,33,7,171,3,17,2,6,2,2,144,11,13,10,17,216,23032,6713,3246,3467,37.83,62.17,75.23,2.29,4.58,24.33,3,17.03,20.36,21.3,1.98,1.16,3.98,2.2,5.05,1.07,26.15,0.46,2.6,0.31,0.92,0.31,0.31,22.02,1.68,1.99,1.53,2.6,33.03,77.43,22.57,10.91,11.66
5842,Uramita,Antioquia,5977,2186,3791,Partido Conservador,1729,8,93,122,7,864,39,537,12,10,37,Voto en Blanco,25,,,2,,,,,,,10,,1,,,12,1754,432,149,283,36.57,63.43,79.09,0.46,5.38,7.06,0.4,49.97,2.26,31.06,0.69,0.58,2.14,1.14,0,0,8,0,0,0,0,0,0,40,0,4,0,0,48,80.24,19.76,6.82,12.95
5847,Urrao,Antioquia,20900,6636,14264,Centro Democrático,4949,177,144,1644,31,341,1345,808,85,18,356,Voto en Blanco,197,30,6,20,2,2,1,10,3,,37,5,3,1,3,74,5146,1490,606,884,31.75,68.25,74.58,3.58,2.91,33.22,0.63,6.89,27.18,16.33,1.72,0.36,7.19,2.97,15.23,3.05,10.15,1.02,1.02,0.51,5.08,1.52,0,18.78,2.54,1.52,0.51,1.52,37.56,77.55,22.45,9.13,13.32
5854,Valdivia,Antioquia,11512,3170,8342,Partido Conservador,2503,13,62,129,5,1328,25,839,30,16,56,Voto en Blanco,20,3,,1,,3,,1,1,1,1,,2,,,7,2523,647,235,412,27.54,72.46,78.96,0.52,2.48,5.15,0.2,53.06,1,33.52,1.2,0.64,2.24,0.63,15,0,5,0,15,0,5,5,5,5,0,10,0,0,35,79.59,20.41,7.41,13
5856,Valparaíso,Antioquia,5658,2004,3654,Partido Conservador,1539,36,55,377,9,716,76,156,54,4,56,MAIS,114,3,2,10,,1,,2,,,86,,,1,,9,1653,351,164,187,35.42,64.58,76.8,2.34,3.57,24.5,0.58,46.52,4.94,10.14,3.51,0.26,3.64,5.69,2.63,1.75,8.77,0,0.88,0,1.75,0,0,75.44,0,0,0.88,0,7.89,82.49,17.51,8.18,9.33
5858,Vegachí,Antioquia,9947,3081,6866,Partido Conservador,2261,26,211,559,10,809,95,370,55,5,121,Voto en Blanco,46,,1,6,1,2,,1,1,1,4,2,1,,,26,2307,774,201,573,30.97,69.03,73.39,1.15,9.33,24.72,0.44,35.78,4.2,16.36,2.43,0.22,5.35,1.49,0,2.17,13.04,2.17,4.35,0,2.17,2.17,2.17,8.7,4.35,2.17,0,0,56.52,74.88,25.12,6.52,18.6
5861,Venecia,Antioquia,10626,3996,6630,Partido Liberal,3158,32,62,918,14,382,594,996,52,5,103,Voto en Blanco,37,,2,1,1,,,1,,,8,2,,1,,21,3195,801,426,375,37.61,62.39,79.03,1.01,1.96,29.07,0.44,12.1,18.81,31.54,1.65,0.16,3.26,0.93,0,5.41,2.7,2.7,0,0,2.7,0,0,21.62,5.41,0,2.7,0,56.76,79.95,20.05,10.66,9.38
